id,url,operation,state,location_id,ubication__latitude,ubication__longitude,ubication__hasHiddenAddress,ubication__administrativeAreaLevel1,ubication__administrativeAreaLevel2,ubication__administrativeAreaLevel3,ubication__administrativeAreaLevel4,commercialDataId,price raw,house type,extendedPropertyType,constructedArea,usableArea,plotOfLand,roomNumber,bathNumber,isInTopFloor,isDuplex,flatLocation,isStudio,agencyIsABank,isPenthouse,energyCertificationType,energyPerformance,status,lift,isAuction,boxroom,swimmingPool,chimney,garden,communityCosts,heaterType1,heaterType2,construction year,manyFloors,orientation,terrace,has garage,garage price,floorNumber,air conditioning
111804550,https://www.idealista.com/inmueble/111804550/,sale,Córdoba,Córdoba,37.9244149,-4.7904127,True,,,Brillante - Trassierra - Naranjo,Brillante,,,,independantHouse,489.0,,,5,5,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
109756504,https://www.idealista.com/obra-nueva/109756504/,sale,Córdoba,Córdoba,37.868662,-4.7944257,False,,,Zoco - Poniente - Vistalegre,Vistalegre - Parque Cruz - Universidades,,,,flat,90.0,,,2,2,,False,,False,,,,,newdevelopment,True,,,,,,,,,,,,,True,,3,
109100668,https://www.idealista.com/inmueble/109100668/,sale,Córdoba,Córdoba,37.8857466,-4.7805568,True,,,Centro - Casco Histórico,Centro,,,,flat,168.0,,,4,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,2,
112355147,https://www.idealista.com/inmueble/112355147/,sale,Córdoba,Córdoba,37.8972521,-4.7546193,True,,,Levante - Lepanto - Fátima,Fátima - Campiñuela,,,,flat,85.0,,,3,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,1,
112182541,https://www.idealista.com/inmueble/112182541/,sale,Córdoba,Córdoba,37.8918682,-4.7659148,True,,,Centro - Casco Histórico,Casco Histórico - Ollerías - Marrubial,,,,flat,69.0,,,2,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,1,
110898990,https://www.idealista.com/inmueble/110898990/,sale,Córdoba,Córdoba,37.8773735,-4.7992677,True,,,Zoco - Poniente - Vistalegre,Zoco - Poniente,,,,flat,120.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,,
110701571,https://www.idealista.com/inmueble/110701571/,sale,Córdoba,Córdoba,37.9063722,-4.8037989,True,,,Brillante - Trassierra - Naranjo,Brillante,,,,terracedHouse,394.0,,,5,3,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
110147462,https://www.idealista.com/inmueble/110147462/,sale,Córdoba,Córdoba,37.879254,-4.7826743,True,,,Centro - Casco Histórico,Judería - San Basilio,,,,flat,190.0,,,5,3,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,1,
112020297,https://www.idealista.com/inmueble/112020297/,sale,Córdoba,Córdoba,37.896956,-4.8078365,True,,,Noreña - Figueroa,Tablero,,,,terracedHouse,285.0,,,5,3,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
109466117,https://www.idealista.com/inmueble/109466117/,sale,Córdoba,Córdoba,37.8801996,-4.7749512,True,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,independantHouse,500.0,,,7,4,,False,,False,,,,,good,,,,,,,,,,,,,,False,,,
108992065,https://www.idealista.com/inmueble/108992065/,sale,Córdoba,Córdoba,37.8839229,-4.7666321,True,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,independantHouse,982.0,,,11,3,,False,,False,,,,,renew,,,,,,,,,,,,,,True,,,
109756584,https://www.idealista.com/obra-nueva/109756584/,sale,Córdoba,Córdoba,37.868662,-4.7944257,False,,,Zoco - Poniente - Vistalegre,Vistalegre - Parque Cruz - Universidades,,,,penthouse,152.0,,,4,2,,False,,False,,,,,newdevelopment,True,,,,,,,,,,,,,True,,6,
111861641,https://www.idealista.com/inmueble/111861641/,sale,Córdoba,Córdoba,37.8985217,-4.7840741,True,,,Santa Rosa - Valdeolleros,Santa Rosa - San José,,,,flat,82.0,,,3,1,,False,,False,,,,,renew,True,,,,,,,,,,,,,True,,4,
112082885,https://www.idealista.com/inmueble/112082885/,sale,Córdoba,Córdoba,37.8889049,-4.7759682,True,,,Centro - Casco Histórico,Casco Histórico - Ollerías - Marrubial,,,,chalet,568.0,,,5,3,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
112066959,https://www.idealista.com/inmueble/112066959/,sale,Córdoba,Córdoba,37.8814126,-4.7907272,False,,,Ciudad Jardín,Ciudad Jardín,,,,flat,215.0,,,5,3,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,6,
110375469,https://www.idealista.com/obra-nueva/110375469/,sale,Córdoba,Córdoba,37.868662,-4.7944257,False,,,Zoco - Poniente - Vistalegre,Vistalegre - Parque Cruz - Universidades,,,,flat,118.0,,,3,2,,False,,False,,,,,newdevelopment,True,,,,,,,,,,,,,True,,2,
110933498,https://www.idealista.com/inmueble/110933498/,sale,Córdoba,Córdoba,37.8894001,-4.7631924,False,,,Levante - Lepanto - Fátima,La Viñuela,,,,flat,77.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,3,
110892565,https://www.idealista.com/inmueble/110892565/,sale,Córdoba,Córdoba,37.8894001,-4.7631924,False,,,Levante - Lepanto - Fátima,La Viñuela,,,,flat,77.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,3,
112015844,https://www.idealista.com/inmueble/112015844/,sale,Córdoba,Córdoba,37.8844705,-4.7865619,False,,,Ciudad Jardín,Ciudad Jardín,,,,flat,97.0,,,2,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
111915182,https://www.idealista.com/inmueble/111915182/,sale,Córdoba,Córdoba,37.8806938,-4.7750014,False,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,flat,80.0,,,2,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,2,
111529145,https://www.idealista.com/inmueble/111529145/,sale,Córdoba,Córdoba,37.8760703,-4.7743634,False,,,Campo de la Verdad,Campo de la Verdad,,,,independantHouse,120.0,,,3,2,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
112335762,https://www.idealista.com/inmueble/112335762/,sale,Córdoba,Córdoba,37.8648403,-4.7696423,True,,,Campo de la Verdad,Campo de la Verdad,,,,independantHouse,73.0,,,3,1,,False,,False,,,,,good,,,,,,,,,,,,,,False,,,
111066131,https://www.idealista.com/inmueble/111066131/,sale,Córdoba,Córdoba,37.8904366,-4.7641944,True,,,Levante - Lepanto - Fátima,La Viñuela,,,,flat,77.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,3,
111839308,https://www.idealista.com/inmueble/111839308/,sale,Córdoba,Córdoba,37.8798991,-4.7942575,True,,,Ciudad Jardín,Ciudad Jardín,,,,flat,55.0,,,2,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
111946800,https://www.idealista.com/inmueble/111946800/,sale,Córdoba,Córdoba,37.8806938,-4.7750014,False,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,flat,80.0,,,2,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,2,
111645230,https://www.idealista.com/inmueble/111645230/,sale,Córdoba,Córdoba,37.8812431,-4.7768399,False,,,Centro - Casco Histórico,Judería - San Basilio,,,,independantHouse,252.0,,,7,2,,False,,False,,,,,good,,,,,,,,,,,,,,False,,,
111372976,https://www.idealista.com/inmueble/111372976/,sale,Córdoba,Córdoba,37.8872793,-4.8066804,False,,,Noreña - Figueroa,Noreña - Turruñuelos,,,,flat,111.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,5,
111200413,https://www.idealista.com/inmueble/111200413/,sale,Córdoba,Córdoba,37.8818019,-4.780602,True,,,Centro - Casco Histórico,Judería - San Basilio,,,,flat,90.0,,,3,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,,
107372250,https://www.idealista.com/inmueble/107372250/,sale,Córdoba,Córdoba,37.9018256,-4.8095099,True,,,Noreña - Figueroa,Tablero,,,,flat,150.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,bj,
110960058,https://www.idealista.com/inmueble/110960058/,sale,Córdoba,Córdoba,37.8847983,-4.7895322,True,,,Ciudad Jardín,Ciudad Jardín,,,,flat,91.0,,,2,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,3,
108058374,https://www.idealista.com/inmueble/108058374/,sale,Córdoba,Córdoba,37.8860422,-4.7803057,True,,,Centro - Casco Histórico,Centro,,,,flat,63.0,,,1,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,bj,
109401505,https://www.idealista.com/inmueble/109401505/,sale,Córdoba,Córdoba,37.8838624,-4.7785304,True,,,Centro - Casco Histórico,Centro,,,,chalet,376.0,,,3,2,,False,,False,,,,,good,,,,,,,,,,,,,,False,,,
112143544,https://www.idealista.com/inmueble/112143544/,sale,Córdoba,Córdoba,37.8776144,-4.7912269,True,,,Ciudad Jardín,Ciudad Jardín,,,,flat,129.0,,,4,2,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
112145195,https://www.idealista.com/inmueble/112145195/,sale,Córdoba,Córdoba,37.8856473,-4.7748405,True,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,flat,252.0,,,5,3,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,3,
110751122,https://www.idealista.com/inmueble/110751122/,sale,Córdoba,Córdoba,37.894659,-4.8090662,True,,,Noreña - Figueroa,Noreña - Turruñuelos,,,,flat,104.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,2,
111915040,https://www.idealista.com/inmueble/111915040/,sale,Córdoba,Córdoba,37.8980584,-4.7787726,False,,,Santa Rosa - Valdeolleros,Valdeolleros - Zumbacón - Camping,,,,flat,67.0,,,3,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,3,
111778622,https://www.idealista.com/inmueble/111778622/,sale,Córdoba,Córdoba,37.8991486,-4.7770788,False,,,Santa Rosa - Valdeolleros,Valdeolleros - Zumbacón - Camping,,,,flat,81.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,bj,
111902461,https://www.idealista.com/inmueble/111902461/,sale,Córdoba,Córdoba,37.889201,-4.7715794,False,,,Centro - Casco Histórico,Casco Histórico - Ollerías - Marrubial,,,,independantHouse,181.0,,,3,1,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
110939222,https://www.idealista.com/inmueble/110939222/,sale,Córdoba,Córdoba,37.8979964,-4.7624039,True,,,Levante - Lepanto - Fátima,Fátima - Campiñuela,,,,studio,42.0,,,0,1,,False,,True,,,,,good,False,,,,,,,,,,,,,False,,bj,
111318185,https://www.idealista.com/inmueble/111318185/,sale,Córdoba,Córdoba,37.8831444,-4.7785801,True,,,Centro - Casco Histórico,Judería - San Basilio,,,,flat,60.0,,,1,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,bj,
111394069,https://www.idealista.com/inmueble/111394069/,sale,Córdoba,Córdoba,37.8845691,-4.777993,True,,,Centro - Casco Histórico,Judería - San Basilio,,,,flat,45.0,,,1,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,1,
110331956,https://www.idealista.com/inmueble/110331956/,sale,Córdoba,Córdoba,37.8877795,-4.7560288,True,,,Fuensanta - Zona Arcángel,Cañero - Fidiana,,,,independantHouse,58.0,,,2,1,,False,,False,,,,,good,,,,,,,,,,,,,,False,,,
110499756,https://www.idealista.com/inmueble/110499756/,sale,Córdoba,Córdoba,37.9034919,-4.7890188,True,,,Noreña - Figueroa,Tablero,,,,independantHouse,460.0,,,6,3,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
111950563,https://www.idealista.com/inmueble/111950563/,sale,Córdoba,Córdoba,37.8825106,-4.7816024,True,,,Centro - Casco Histórico,Judería - San Basilio,,,,flat,44.0,,,1,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,1,
111950562,https://www.idealista.com/inmueble/111950562/,sale,Córdoba,Córdoba,37.8976096,-4.7814888,True,,,Santa Rosa - Valdeolleros,Santa Rosa - San José,,,,flat,150.0,,,4,2,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,2,
111275536,https://www.idealista.com/inmueble/111275536/,sale,Córdoba,Córdoba,37.8967097,-4.7944292,True,,,Noreña - Figueroa,Tablero,,,,duplex,183.0,,,4,3,,True,,False,,,,,good,True,,,,,,,,,,,,,True,,3,
111943420,https://www.idealista.com/inmueble/111943420/,sale,Córdoba,Córdoba,37.8858848,-4.7720467,True,,,Centro - Casco Histórico,Casco Histórico - Ollerías - Marrubial,,,,penthouse,97.0,,,4,2,,False,,False,,,,,good,False,,,,,,,,,,,,,True,,3,
111370368,https://www.idealista.com/inmueble/111370368/,sale,Córdoba,Córdoba,37.8978248,-4.7806973,True,,,Santa Rosa - Valdeolleros,Santa Rosa - San José,,,,flat,63.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,2,
111432238,https://www.idealista.com/inmueble/111432238/,sale,Córdoba,Córdoba,37.8928304,-4.7808462,True,,,Centro - Casco Histórico,El Vial - Ronda de Tejares,,,,flat,115.0,,,2,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,3,
111919201,https://www.idealista.com/inmueble/111919201/,sale,Córdoba,Córdoba,37.8771877,-4.7982335,True,,,Zoco - Poniente - Vistalegre,Zoco - Poniente,,,,flat,97.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,5,
111962135,https://www.idealista.com/inmueble/111962135/,sale,Córdoba,Córdoba,37.8733625,-4.7773622,True,,,Sector sur - Santa Cruz,Sector sur - Santa Cruz,,,,flat,73.0,,,3,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,2,
111324134,https://www.idealista.com/inmueble/111324134/,sale,Córdoba,Córdoba,37.8852299,-4.7752563,True,,,Centro - Casco Histórico,Casco Histórico - Ollerías - Marrubial,,,,flat,205.0,,,7,4,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,2,
110916057,https://www.idealista.com/inmueble/110916057/,sale,Córdoba,Córdoba,37.8868572,-4.7686192,False,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,flat,88.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
111676016,https://www.idealista.com/inmueble/111676016/,sale,Córdoba,Córdoba,37.8889436,-4.7500441,True,,,Fuensanta - Zona Arcángel,Cañero - Fidiana,,,,chalet,196.0,,,3,3,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
111833857,https://www.idealista.com/inmueble/111833857/,sale,Córdoba,Córdoba,37.8836663,-4.7737092,True,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,chalet,364.0,,,7,4,,False,,False,,,,,good,,,,,,,,,,,,,,False,,,
111244777,https://www.idealista.com/inmueble/111244777/,sale,Córdoba,Córdoba,37.9085319,-4.7805527,True,,,Brillante - Trassierra - Naranjo,Naranjo - Mirabueno,,,,flat,108.0,,,3,3,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,en,
111577680,https://www.idealista.com/inmueble/111577680/,sale,Córdoba,Córdoba,37.8877315,-4.7839833,True,,,Centro - Casco Histórico,El Vial - Ronda de Tejares,,,,flat,124.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
111987622,https://www.idealista.com/inmueble/111987622/,sale,Córdoba,Córdoba,37.8883527,-4.7891596,True,,,Centro - Casco Histórico,Cercadilla - Medina Azahara,,,,flat,111.0,,,4,2,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,bj,
112095369,https://www.idealista.com/inmueble/112095369/,sale,Córdoba,Córdoba,37.8957731,-4.7759703,True,,,Santa Rosa - Valdeolleros,Valdeolleros - Zumbacón - Camping,,,,flat,92.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
111652516,https://www.idealista.com/inmueble/111652516/,sale,Córdoba,Córdoba,37.8803907,-4.7693392,True,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,penthouse,77.0,,,3,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,1,
110771474,https://www.idealista.com/inmueble/110771474/,sale,Córdoba,Córdoba,37.8823168,-4.7791002,True,,,Centro - Casco Histórico,Judería - San Basilio,,,,independantHouse,225.0,,,4,3,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
111576874,https://www.idealista.com/inmueble/111576874/,sale,Córdoba,Córdoba,37.8761236,-4.7727045,True,,,Campo de la Verdad,Campo de la Verdad,,,,independantHouse,120.0,,,3,2,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
111621761,https://www.idealista.com/inmueble/111621761/,sale,Córdoba,Córdoba,37.9169731,-4.7861211,True,,,Brillante - Trassierra - Naranjo,Brillante,,,,independantHouse,200.0,,,4,2,,False,,False,,,,,good,,,,,,,,,,,,,,False,,,
93553566,https://www.idealista.com/inmueble/93553566/,sale,Córdoba,Córdoba,37.8903526,-4.782208,True,,,Centro - Casco Histórico,El Vial - Ronda de Tejares,,,,flat,129.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,2,
111641386,https://www.idealista.com/inmueble/111641386/,sale,Córdoba,Córdoba,37.8971944,-4.7944471,True,,,Noreña - Figueroa,Tablero,,,,flat,109.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,4,
111549353,https://www.idealista.com/inmueble/111549353/,sale,Córdoba,Córdoba,37.8755757,-4.79445,True,,,Zoco - Poniente - Vistalegre,Vistalegre - Parque Cruz - Universidades,,,,flat,184.0,,,5,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,1,
110734411,https://www.idealista.com/inmueble/110734411/,sale,Córdoba,Córdoba,37.8877982,-4.7720959,True,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,flat,119.0,,,4,2,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,,
111875974,https://www.idealista.com/inmueble/111875974/,sale,Córdoba,Córdoba,37.8995565,-4.8109087,True,,,Noreña - Figueroa,Tablero,,,,terracedHouse,140.0,,,4,3,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
111329738,https://www.idealista.com/inmueble/111329738/,sale,Córdoba,Córdoba,37.89314,-4.7586823,True,,,Levante - Lepanto - Fátima,La Viñuela,,,,flat,80.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,,
111634682,https://www.idealista.com/inmueble/111634682/,sale,Córdoba,Córdoba,37.8894606,-4.7631814,True,,,Levante - Lepanto - Fátima,La Viñuela,,,,flat,62.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
108081453,https://www.idealista.com/inmueble/108081453/,sale,Córdoba,Córdoba,37.8977046,-4.7810203,True,,,Santa Rosa - Valdeolleros,Santa Rosa - San José,,,,flat,135.0,,,4,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,2,
112125377,https://www.idealista.com/inmueble/112125377/,sale,Córdoba,Córdoba,37.8870348,-4.7776029,False,,,Centro - Casco Histórico,Centro,,,,independantHouse,186.0,,,3,2,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
112028213,https://www.idealista.com/inmueble/112028213/,sale,Córdoba,Córdoba,37.8839092,-4.771125,False,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,flat,109.0,,,2,2,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,1,
110435834,https://www.idealista.com/inmueble/110435834/,sale,Córdoba,Córdoba,37.8909309,-4.7751732,False,,,Centro - Casco Histórico,Casco Histórico - Ollerías - Marrubial,,,,independantHouse,235.0,,,7,3,,False,,False,,,,,good,,,,,,,,,,,,,,False,,,
111968698,https://www.idealista.com/inmueble/111968698/,sale,Córdoba,Córdoba,37.8986295,-4.7744641,False,,,Santa Rosa - Valdeolleros,Valdeolleros - Zumbacón - Camping,,,,flat,101.0,,,2,2,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,1,
111442099,https://www.idealista.com/inmueble/111442099/,sale,Córdoba,Córdoba,37.8821472,-4.7802931,True,,,Centro - Casco Histórico,Judería - San Basilio,,,,flat,90.0,,,3,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,,
111586977,https://www.idealista.com/inmueble/111586977/,sale,Córdoba,Córdoba,37.8865169,-4.7848129,True,,,Centro - Casco Histórico,El Vial - Ronda de Tejares,,,,flat,300.0,,,4,3,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,2,
112143136,https://www.idealista.com/inmueble/112143136/,sale,Córdoba,Córdoba,37.8777955,-4.7824031,True,,,Centro - Casco Histórico,Judería - San Basilio,,,,flat,56.0,,,1,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,bj,
111993767,https://www.idealista.com/inmueble/111993767/,sale,Córdoba,Córdoba,37.8953756,-4.7871046,False,,,Santa Rosa - Valdeolleros,Huerta de la Reina,,,,flat,65.0,,,2,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,2,
111076487,https://www.idealista.com/inmueble/111076487/,sale,Córdoba,Córdoba,37.8815226,-4.7719841,False,,,Centro - Casco Histórico,Casco Histórico - Corredera - Ribera,,,,independantHouse,250.0,,,3,2,,False,,False,,,,,renew,,,,,,,,,,,,,,False,,,
111143302,https://www.idealista.com/inmueble/111143302/,sale,Córdoba,Córdoba,37.8929831,-4.7645796,True,,,Levante - Lepanto - Fátima,Levante,,,,flat,104.0,,,4,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,2,
111788896,https://www.idealista.com/inmueble/111788896/,sale,Córdoba,Córdoba,37.8907532,-4.7663535,True,,,Centro - Casco Histórico,Casco Histórico - Ollerías - Marrubial,,,,flat,77.0,,,3,1,,False,,False,,,,,renew,False,,,,,,,,,,,,,False,,2,
111636133,https://www.idealista.com/inmueble/111636133/,sale,Córdoba,Córdoba,37.8886569,-4.7614881,True,,,Levante - Lepanto - Fátima,La Viñuela,,,,flat,62.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
111256983,https://www.idealista.com/inmueble/111256983/,sale,Córdoba,Córdoba,37.9079098,-4.7788167,True,,,Brillante - Trassierra - Naranjo,Naranjo - Mirabueno,,,,chalet,186.0,,,4,2,,False,,False,,,,,good,,,,,,,,,,,,,,False,,,
111759522,https://www.idealista.com/inmueble/111759522/,sale,Córdoba,Córdoba,37.8932818,-4.7974881,True,,,Noreña - Figueroa,Tablero,,,,penthouse,130.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,5,
111726393,https://www.idealista.com/inmueble/111726393/,sale,Córdoba,Córdoba,37.896102,-4.7920783,True,,,Noreña - Figueroa,Tablero,,,,flat,138.0,,,4,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,4,
111734409,https://www.idealista.com/inmueble/111734409/,sale,Córdoba,Córdoba,37.8832965,-4.7777775,True,,,Centro - Casco Histórico,Judería - San Basilio,,,,flat,52.0,,,1,1,,False,,False,,,,,good,False,,,,,,,,,,,,,True,,bj,
112157311,https://www.idealista.com/inmueble/112157311/,sale,Córdoba,Córdoba,37.8914189,-4.7641964,True,,,Levante - Lepanto - Fátima,La Viñuela,,,,flat,67.0,,,3,1,,False,,False,,,,,renew,False,,,,,,,,,,,,,False,,3,
111991991,https://www.idealista.com/inmueble/111991991/,sale,Córdoba,Córdoba,37.8886636,-4.7605229,True,,,Levante - Lepanto - Fátima,La Viñuela,,,,flat,62.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
111778988,https://www.idealista.com/inmueble/111778988/,sale,Córdoba,Córdoba,37.8914108,-4.7615181,True,,,Levante - Lepanto - Fátima,La Viñuela,,,,flat,62.0,,,3,1,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
110677921,https://www.idealista.com/inmueble/110677921/,sale,Córdoba,Córdoba,37.8810721,-4.7885538,True,,,Ciudad Jardín,Ciudad Jardín,,,,flat,70.0,,,1,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,bj,
110384906,https://www.idealista.com/inmueble/110384906/,sale,Córdoba,Córdoba,37.89714,-4.7664993,True,,,Levante - Lepanto - Fátima,Levante,,,,flat,125.0,,,4,2,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,2,
112106422,https://www.idealista.com/inmueble/112106422/,sale,Córdoba,Córdoba,37.8906574,-4.790937,True,,,Noreña - Figueroa,Carretera Trassierra - Colonia de la Paz,,,,flat,77.0,,,3,1,,False,,False,,,,,renew,False,,,,,,,,,,,,,False,,3,
111919167,https://www.idealista.com/inmueble/111919167/,sale,Córdoba,Córdoba,37.8993568,-4.7795826,True,,,Santa Rosa - Valdeolleros,Valdeolleros - Zumbacón - Camping,,,,flat,67.0,,,3,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,3,
111308027,https://www.idealista.com/inmueble/111308027/,sale,Córdoba,Córdoba,37.895823,-4.8087592,True,,,Noreña - Figueroa,Noreña - Turruñuelos,,,,flat,106.0,,,3,2,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,2,
111648900,https://www.idealista.com/inmueble/111648900/,sale,Córdoba,Córdoba,37.8797091,-4.7616485,True,,,Fuensanta - Zona Arcángel,Fuensanta - Arcángel - Santuario,,,,flat,68.0,,,3,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,3,
112097745,https://www.idealista.com/inmueble/112097745/,sale,Córdoba,Córdoba,37.8947665,-4.785231,True,,,Santa Rosa - Valdeolleros,Huerta de la Reina,,,,flat,65.0,,,2,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,2,
112018298,https://www.idealista.com/inmueble/112018298/,sale,Córdoba,Córdoba,37.8975197,-4.7739275,True,,,Santa Rosa - Valdeolleros,Valdeolleros - Zumbacón - Camping,,,,flat,101.0,,,2,2,,False,,False,,,,,good,True,,,,,,,,,,,,,False,,1,
110715260,https://www.idealista.com/inmueble/110715260/,sale,Córdoba,Córdoba,37.8912932,-4.7631301,True,,,Levante - Lepanto - Fátima,La Viñuela,,,,flat,114.0,,,3,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,1,
111525077,https://www.idealista.com/inmueble/111525077/,sale,Córdoba,Córdoba,37.8855408,-4.7763637,True,,,Centro - Casco Histórico,Centro,,,,independantHouse,186.0,,,3,2,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
110903972,https://www.idealista.com/inmueble/110903972/,sale,Córdoba,Córdoba,37.88712,-4.7801834,True,,,Centro - Casco Histórico,Centro,,,,flat,76.0,,,2,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,bj,
111171721,https://www.idealista.com/inmueble/111171721/,sale,Córdoba,Córdoba,37.8878796,-4.7885048,True,,,Centro - Casco Histórico,Cercadilla - Medina Azahara,,,,flat,94.0,,,2,1,,False,,False,,,,,good,True,,,,,,,,,,,,,True,,1,
112073619,https://www.idealista.com/inmueble/112073619/,sale,Córdoba,Córdoba,37.8885356,-4.7545975,True,,,Fuensanta - Zona Arcángel,Cañero - Fidiana,,,,independantHouse,216.0,,,5,3,,False,,False,,,,,good,,,,,,,,,,,,,,True,,,
111213349,https://www.idealista.com/inmueble/111213349/,sale,Córdoba,Córdoba,37.8918351,-4.7507005,True,,,Fuensanta - Zona Arcángel,Cañero - Fidiana,,,,independantHouse,180.0,,,5,2,,False,,False,,,,,good,,,,,,,,,,,,,,False,,,
111897106,https://www.idealista.com/inmueble/111897106/,sale,Córdoba,Córdoba,37.8966739,-4.7868263,True,,,Santa Rosa - Valdeolleros,Huerta de la Reina,,,,flat,65.0,,,2,1,,False,,False,,,,,good,False,,,,,,,,,,,,,False,,2,
